PartNumber,Description,Value,Tolerance_pct,Voltage_V,Type,URL,Price
Mundorf MCAP400-22,Mundorf MCAP400-22 | 22 µF | 3% | 400 V,22.0,3.0,400.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mcap400-22.html,15.66
Audyn Q6/22/600,Audyn Q6/22/600 | 22 µF | 5% | 600 V,22.0,5.0,600.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q6-22-600.html,16.9
Audyn MKTA/22.00/100,Audyn MKTA/22.00/100 | 22 µF | 5% | 100 V,22.0,5.0,100.0,Film Capacitor,https://www.soundimports.eu/en/audyn-mkta-22-00-100.html,16.9
Audyn KPQS/22/400,Audyn KPQS/22/400 | 22 µF | 5% | 400 V,22.0,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpqs-22-400.html,20.62
ClarityCap ESA,ClarityCap ESA | 22 µF | 3% | 250 V,22.0,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-esa22uh250vdc.html,20.62
ClarityCap CSA,ClarityCap CSA | 22 µF | 3% | 250 V,22.0,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-csa22uh250vdc.html,28.06
Mundorf MEO-22T3.450,Mundorf MEO-22T3.450 | 22 µF | 3% | 450 V | Oil,22.0,3.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-meo22t3450.html,37.15
Mundorf ME-22T3.450,Mundorf ME-22T3.450 | 22 µF | 3% | 450 V,22.0,3.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-me-22t3450.html,37.15
Audyn PLUS/22.0/08,Audyn PLUS/22.0/08 | 22 µF | 2% | 800 V,22.0,2.0,800.0,Film Capacitor,https://www.soundimports.eu/en/audyn-plus-22-0-08.html,57.81
ClarityCap PUR22uH250Vdc,ClarityCap PUR22uH250Vdc | 22 µF | 3% | 250 V,22.0,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-pur22uh250vdc.html,63.18
Jantzen Audio 001-0590,Jantzen Audio 001-0590 | 22 µF | 2% | 800 V,22.0,2.0,800.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0590.html,63.6
ClarityCap MR,ClarityCap MR | 22 µF | 3% | 400 V,22.0,3.0,400.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-mr22uh400vdc.html,74.34
Jantzen Audio 001-0690,Jantzen Audio 001-0690 | 22 µF | 2% | 800 V,22.0,2.0,800.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0690.html,79.71
ClarityCap CMR,ClarityCap CMR | 22 µF | 3% | 400 V,22.0,3.0,400.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-cmr22uh400vdc.html,82.6
Mundorf SUP8-22,Mundorf SUP8-22 | 22 µF | 2% | 600 V,22.0,2.0,600.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-sup8-22.html,82.6
Mundorf MESGO-22T3.450,Mundorf MESGO-22T3.450 | 22 µF | 3% | 450 V,22.0,3.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mesgo-22t3450-162547206.html,140.45
Dayton Audio DMPC-25,Dayton Audio DMPC-25 | 25 µF | 5% | 250 V,25.0,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/dayton-audio-dmpc-25.html,6.98
Jantzen Audio 001-0273,Jantzen Audio 001-0273 | 25 µF | 5% | 400 V,25.0,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0273.html,9.46
Audyn Q4/25/400,Audyn Q4/25/400 | 25 µF | 5% | 400 V,25.0,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q4-25-400.html,14.01
Dayton Audio PMPC-25,Dayton Audio PMPC-25 | 25 µF | 1% | 250 V,25.0,1.0,250.0,Film Capacitor,https://www.soundimports.eu/en/dayton-audio-pmpc-25.html,19.79
ClarityCap ESA,ClarityCap ESA | 25 µF | 3% | 250 V,25.0,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-esa25uh250vdc.html,21.03
ClarityCap CSA,ClarityCap CSA | 25 µF | 3% | 250 V,25.0,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-csa25uh250vdc.html,28.88
ClarityCap PUR25uH250Vdc,ClarityCap PUR25uH250Vdc | 25 µF | 3% | 250 V,25.0,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-pur25uh250vdc.html,70.21
ClarityCap MR,ClarityCap MR | 25 µF | 3% | 400 V,25.0,3.0,400.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-mr25uh400vdc.html,79.71
ClarityCap CMR,ClarityCap CMR | 25 µF | 3% | 400 V,25.0,3.0,400.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-cmr25uh400vdc.html,82.6
Audyn REF/25.0/600,Audyn REF/25.0/600 | 25 µF | 5% | 600 V,25.0,5.0,600.0,Film Capacitor,https://www.soundimports.eu/en/audyn-ref-25-0-600.html,227.23
Jantzen Audio 001-6150,Jantzen Audio 001-6150 | 27 µF | 5% | 100 V,27.0,5.0,100.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-6150.html,1.64
Audyn ERA/27/100/1,Audyn ERA/27/100/1 | 27 µF | 10% | 100 V,27.0,10.0,100.0,Film Capacitor,https://www.soundimports.eu/en/audyn-era-27-100-1.html,3.26
Dayton Audio DMPC-27,Dayton Audio DMPC-27 | 27 µF | 5% | 250 V,27.0,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/dayton-audio-dmpc-27.html,7.4
Jantzen Audio 001-0274,Jantzen Audio 001-0274 | 27 µF | 5% | 400 V,27.0,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0274.html,9.46
Audyn Q2/27.0/250,Audyn Q2/27.0/250 | 27 µF | 5% | 250 V,27.0,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q2-27-0-250.html,12.36
Audyn MKTA/27/250,Audyn MKTA/27/250 | 27 µF | 5% | 250 V,27.0,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/audyn-mkta-27-250.html,14.01
Audyn Q4/27.0/400,Audyn Q4/27.0/400 | 27 µF | 5% | 400 V,27.0,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q4-27-0-400.html,14.01
Audyn MKTA/27.00/100,Audyn MKTA/27.00/100 | 27 µF | 5% | 100 V,27.0,5.0,100.0,Film Capacitor,https://www.soundimports.eu/en/audyn-mkta-27-00-100.html,22.52
ClarityCap ESA,ClarityCap ESA | 27 µF | 3% | 250 V,27.0,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-esa27uh250vdc.html,23.1
ClarityCap CSA,ClarityCap CSA | 27 µF | 3% | 250 V,27.0,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-csa27uh250vdc.html,30.54
Mundorf MEO-27T3.450,Mundorf MEO-27T3.450 | 27 µF | 3% | 450 V | Oil,27.0,3.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-meo27t3450.html,41.28
ClarityCap PUR27uH250Vdc,ClarityCap PUR27uH250Vdc | 27 µF | 3% | 250 V,27.0,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-pur27uh250vdc.html,73.51
ClarityCap MR,ClarityCap MR | 27 µF | 3% | 400 V,27.0,3.0,400.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-mr27uh400vdc.html,82.6
ClarityCap CMR,ClarityCap CMR | 27 µF | 3% | 400 V,27.0,3.0,400.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-cmr27uh400vdc.html,84.67
Dayton Audio DMPC-30,Dayton Audio DMPC-30 | 30 µF | 5% | 250 V,30.0,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/dayton-audio-dmpc-30.html,8.22
Jantzen Audio 001-0276,Jantzen Audio 001-0276 | 30 µF | 5% | 400 V,30.0,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0276.html,11.12
Audyn Q4/30/400,Audyn Q4/30/400 | 30 µF | 5% | 400 V,30.0,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q4-30-400.html,14.42
ClarityCap ESA,ClarityCap ESA | 30 µF | 3% | 250 V,30.0,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-esa30uh250vdc.html,23.93
ClarityCap CSA,ClarityCap CSA | 30 µF | 3% | 250 V,30.0,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-csa30uh250vdc.html,26.82
Mundorf TCAP-30T5.600,Mundorf TCAP-30T5.600 | 30 µF| 5% | 600 V,30.0,5.0,600.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-tcap-30t5600.html,35.5
ClarityCap PUR30uH250Vdc,ClarityCap PUR30uH250Vdc | 30 µF | 3% | 250 V,30.0,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-pur30uh250vdc.html,76.41
Audyn REF/30.0/600,Audyn REF/30.0/600 | 30 µF | 5% | 600 V,30.0,5.0,600.0,Film Capacitor,https://www.soundimports.eu/en/audyn-ref-30-0-600.html,309.88
Electrolytic Polarized Cap,Electrolytic Polarized Cap | 32uf + 32uf | 500V,32.0,500.0,400.0,Film Capacitor,https://www.soundimports.eu/en/020-605.html,9.05
Jantzen Audio 001-6153,Jantzen Audio 001-6153 | 33 µF | 5% | 100 V,33.0,5.0,100.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-6153.html,2.02
Mundorf ECAP100-33,Mundorf ECAP100-33 | 33 µF | 5% | 100 V,33.0,5.0,100.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-ecap100-33.html,2.06
Electrolytic Non-Polarized Cap,Electrolytic Non-Polarized Cap | 33 µF | 10% | 100V,33.0,10.0,100.0,Film Capacitor,https://www.soundimports.eu/en/027-350.html,2.06
Audyn EGL/33/50/5,Audyn EGL/33/50/5 | 33 µF | 5% | 50 V,33.0,5.0,50.0,Film Capacitor,https://www.soundimports.eu/en/audyn-egl-33-50-5.html,3.26
Audyn EGL/33/70,Audyn EGL/33/70 | 33 µF | 5% | 70 V,33.0,5.0,70.0,Film Capacitor,https://www.soundimports.eu/en/audyn-egl-33-70.html,4.09
Audyn ERA/33/100/1,Audyn ERA/33/100/1 | 33 µF | 10% | 100 V,33.0,10.0,100.0,Film Capacitor,https://www.soundimports.eu/en/audyn-era-33-100-1.html,5.74
Mundorf MLAL500-33,Mundorf MLAL500-33 | 33 µF | 20% | 500 V,33.0,20.0,500.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mlal500-33.html,7.02
Intertechnik ELCA/33/AX,Intertechnik ELCA/33/AX | 33 µF | 10% | 100 V,33.0,10.0,100.0,Film Capacitor,https://www.soundimports.eu/en/it-intertechnik-elca-33-ax.html,7.4
Jantzen Audio 001-8150,"Jantzen Audio 001-8150 | 33,00 µF | 5% | 160 V",33.0,5.0,160.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-8150.html,9.46
Dayton Audio DMPC-33,Dayton Audio DMPC-33 | 33 µF | 5% | 250 V,33.0,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/dayton-audio-dmpc-33.html,9.88
Jantzen Audio 001-0278,Jantzen Audio 001-0278 | 33 µF | 5% | 400 V,33.0,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0278.html,11.53
Audyn MKTA/33/160,Audyn MKTA/33/160 | 33 µF | 5% | 160 V,33.0,5.0,160.0,Film Capacitor,https://www.soundimports.eu/en/audyn-mkta-33-160.html,12.36
Audyn Q4/33.0/400,Audyn Q4/33.0/400 | 33 µF | 5% | 400 V,33.0,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q4-33-0-400.html,14.83
Audyn Q2/33.0/250,Audyn Q2/33.0/250 | 33 µF | 5% | 250 V,33.0,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q2-33-0-250.html,14.83
Audyn MKTA/33/250,Audyn MKTA/33/250 | 33 µF | 5% | 250 V,33.0,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/audyn-mkta-33-250.html,15.08
Mundorf MCAP250-33,Mundorf MCAP250-33 | 33 µF | 5% | 250 V,33.0,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mcap250-33.html,18.14
Jantzen Audio 001-0458,Jantzen Audio 001-0458 | 33 µF | 5% | 400 V,33.0,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0458.html,19.38
Audyn Q6/33/600,Audyn Q6/33/600 | 33 µF | 5% | 600 V,33.0,5.0,600.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q6-33-600.html,20.87
Audyn KPQS/33/400,Audyn KPQS/33/400 | 33 µF | 5% | 400 V,33.0,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpqs-33-400.html,24.75
ClarityCap ESA,ClarityCap ESA | 33 µF | 3% | 250 V,33.0,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-esa33uh250vdc.html,25.17
Audyn MKTA/33.00/100,Audyn MKTA/33.00/100 | 33 µF | 5% | 100 V,33.0,5.0,100.0,Film Capacitor,https://www.soundimports.eu/en/audyn-mkta-33-00-100.html,25.58
ClarityCap CSA,ClarityCap CSA | 33 µF | 3% | 250 V,33.0,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-csa33uh250vdc.html,33.02
Mundorf MEO-33T3.450,Mundorf MEO-33T3.450 | 33 µF | 3% | 450 V | Oil,33.0,3.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-meo33t3450.html,49.55
Mundorf ME-33T3.450,Mundorf ME-33T3.450 | 33 µF | 3% | 450 V,33.0,3.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-me-33t3450.html,49.55
ClarityCap PUR33uH250Vdc,ClarityCap PUR33uH250Vdc | 33 µF | 3% | 250 V,33.0,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-pur33uh250vdc.html,82.6
Mundorf MESGO-33T3.450,Mundorf MESGO-33T3.450 | 33 µF | 3% | 450 V,33.0,3.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mesgo-33t3450-162547207.html,165.25
ClarityCap MR,ClarityCap MR | 35 µF | 3% | 400 V,35.0,3.0,400.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-mr35uh400vdc.html,82.6
ClarityCap CMR,ClarityCap CMR | 35 µF | 3% | 400 V,35.0,3.0,400.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-cmr35uh400vdc.html,86.74
Jantzen Audio 001-0279,Jantzen Audio 001-0279 | 36 µF | 5% | 400 V,36.0,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0279.html,13.6
Audyn Q4/36.0/400,Audyn Q4/36.0/400 | 36 µF | 5% | 400 V,36.0,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q4-36-0-400.html,20.62
ClarityCap PUR36uH250Vdc,ClarityCap PUR36uH250Vdc | 36 µF | 3% | 250 V,36.0,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-pur36uh250vdc.html,90.87
Jantzen Audio 001-6156,Jantzen Audio 001-6156 | 39 µF | 5% | 100 V,39.0,5.0,100.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-6156.html,2.02
Jantzen Audio 001-0280,Jantzen Audio 001-0280 | 39 µF | 5% | 400 V,39.0,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0280.html,14.83
ClarityCap ESA,ClarityCap ESA | 39 µF | 3% | 250 V,39.0,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-esa39uh250vdc.html,27.64
Audyn MKTA/39.00/100,Audyn MKTA/39.00/100 | 39 µF | 5% | 100 V,39.0,5.0,100.0,Film Capacitor,https://www.soundimports.eu/en/audyn-mkta-39-00-100.html,31.36
ClarityCap CSA,ClarityCap CSA | 39 µF | 3% | 250 V,39.0,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-csa39uh250vdc.html,37.15
Mundorf MEO-39T3.350,Mundorf MEO-39T3.350 | 39 µF | 3% | 350 V | Oil,39.0,3.0,350.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-meo39t3350.html,49.55
ClarityCap PUR39uH250Vdc,ClarityCap PUR39uH250Vdc | 39 µF | 3% | 250 V,39.0,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-pur39uh250vdc.html,95.0
Dayton Audio DMPC-40,Dayton Audio DMPC-40 | 40 µF | 5% | 250 V,40.0,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/dayton-audio-dmpc-40.html,11.12
Audyn Q4/40/400,Audyn Q4/40/400 | 40 µF | 5% | 400 V,40.0,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q4-40-400.html,19.38
ClarityCap ESA,ClarityCap ESA | 40 µF | 3% | 250 V,40.0,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-esa40uh250vdc.html,28.88
Dayton Audio PMPC-40,Dayton Audio PMPC-40 | 40 µF | 1% | 250 V,40.0,1.0,250.0,Film Capacitor,https://www.soundimports.eu/en/dayton-audio-pmpc-40.html,31.78
ClarityCap CSA,ClarityCap CSA | 40 µF | 3% | 250 V,40.0,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-csa40uh250vdc.html,35.5
ClarityCap CSA,ClarityCap CSA | 44 µF | 3% | 250 V,44.0,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-csa44uh250vdc.html,39.63
Intertechnik ELCR/47/100,Intertechnik ELCR/47/100 | 47 µF | 10% | 100 V,47.0,10.0,100.0,Film Capacitor,https://www.soundimports.eu/en/it-intertechnik-elcr-47-100.html,1.23
Jantzen Audio 001-6159,Jantzen Audio 001-6159 | 47 µF | 5% | 100 V,47.0,5.0,100.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-6159.html,2.02
Mundorf ECAP100-47,Mundorf ECAP100-47 | 47 µF | 5% | 100 V,47.0,5.0,100.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-ecap100-47.html,2.88
Electrolytic Non-Polarized Cap,Electrolytic Non-Polarized Cap | 47  µF | 10% | 100V,47.0,10.0,100.0,Film Capacitor,https://www.soundimports.eu/en/027-352.html,3.3
Audyn ERA/47/100/1,Audyn ERA/47/100/1 | 47 µF | 10% | 100 V,47.0,10.0,100.0,Film Capacitor,https://www.soundimports.eu/en/audyn-era-47-100-1.html,4.5
Mundorf MLAL500-47,Mundorf MLAL500-47 | 47 µF | 20% | 500 V,47.0,20.0,500.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mlal500-47.html,8.22
Intertechnik ELCA/47/AX,Intertechnik ELCA/47/AX | 47 µF | 10% | 100 V,47.0,10.0,100.0,Film Capacitor,https://www.soundimports.eu/en/it-intertechnik-elca-47-ax.html,8.22
Dayton Audio DMPC-47,Dayton Audio DMPC-47 | 47 µF | 5% | 250 V,47.0,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/dayton-audio-dmpc-47.html,12.93
Mundorf MLGO450-47,Mundorf MLGO450-47 | 47 µF | 20% | 450 V,47.0,20.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mlgo450-47.html,13.18
Jantzen Audio 001-8160,"Jantzen Audio 001-8160 | 47,00 µF | 5% | 160 V",47.0,5.0,160.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-8160.html,13.18
Mundorf MLAL450-47+47,Mundorf MLAL450-47+47 | 47 + 47 µF | 20% | 450 V,47.0,20.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mlal450-4747.html,14.01
Jantzen Audio 001-0282,Jantzen Audio 001-0282 | 47 µF | 5% | 400 V,47.0,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0282.html,16.07
Audyn MKTA/47/160,Audyn MKTA/47/160 | 47 µF | 5% | 160 V,47.0,5.0,160.0,Film Capacitor,https://www.soundimports.eu/en/audyn-mkta-47-160.html,18.14
Audyn Q4/47.0/400,Audyn Q4/47.0/400 | 47 µF | 5% | 400 V,47.0,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q4-47-0-400.html,20.21
Audyn MKTA/47/250,Audyn MKTA/47/250 | 47 µF | 5% | 250 V,47.0,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/audyn-mkta-47-250.html,20.21
Audyn Q2/47.0/250,Audyn Q2/47.0/250 | 47 µF | 5% | 250 V,47.0,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q2-47-0-250.html,20.87
ClarityCap PX,ClarityCap PX | 47 µF | 5% | 250 V,47.0,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-px47uj250vdc.html,22.27
Mundorf MCAP250-47,Mundorf MCAP250-47 | 47 µF | 5% | 250 V,47.0,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mcap250-47.html,24.75
Jantzen Audio 001-0461,Jantzen Audio 001-0461 | 47 µF | 5% | 400 V,47.0,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0461.html,26.82
ClarityCap ESA,ClarityCap ESA | 47 µF | 3% | 250 V,47.0,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-esa47uh250vdc.html,30.12
Audyn Q6/47/600,Audyn Q6/47/600 | 47 µF | 5% | 600 V,47.0,5.0,600.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q6-47-600.html,30.12
Audyn KPQS/47/400,Audyn KPQS/47/400  | 47 µF | 5% | 400 V,47.0,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpqs-47-400.html,37.15
Audyn MKTA/47.00/100,Audyn MKTA/47.00/100 | 47 µF | 5% | 100 V,47.0,5.0,100.0,Film Capacitor,https://www.soundimports.eu/en/audyn-mkta-47-00-100.html,37.56
ClarityCap CSA,ClarityCap CSA | 47 µF | 3% | 250 V,47.0,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-csa47uh250vdc.html,41.28
Mundorf TCAP-47T5.600,Mundorf TCAP-47T5.600 | 47 µF | 5% | 600 V,47.0,5.0,600.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-tcap-47t5600.html,44.59
Mundorf ME-47T3.350,Mundorf ME-47T3.350 | 47 µF | 3% | 350 V,47.0,3.0,350.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-me-47t3350.html,53.68
Mundorf MEO-47T3.350,Mundorf MEO-47T3.350 | 47 µF | 3% | 350 V | Oil,47.0,3.0,350.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-meo47t3350.html,53.68
ClarityCap PUR47uH250Vdc,ClarityCap PUR47uH250Vdc | 47 µF | 3% | 250 V,47.0,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-pur47uh250vdc.html,107.4
Mundorf MESGO-47T3.350,Mundorf MESGO-47T3.350 | 47 µF | 3% | 350 V,47.0,3.0,350.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mesgo-47t3350.html,190.04
Audyn REF/47.0/600,Audyn REF/47.0/600 | 47 µF | 5% | 600 V,47.0,5.0,600.0,Film Capacitor,https://www.soundimports.eu/en/audyn-ref-47-0-600.html,363.6
Electrolytic Non-Polarized Cap,Electrolytic Non-Polarized Cap | 50 µF | 10% | 100V,50.0,10.0,100.0,Film Capacitor,https://www.soundimports.eu/en/027-354.html,4.12
Electrolytic Polarized Cap,Electrolytic Polarized Cap | 50uf + 50uf | 500V,50.0,500.0,400.0,Film Capacitor,https://www.soundimports.eu/en/020-606.html,13.18
Dayton Audio DMPC-50,Dayton Audio DMPC-50 | 50 µF | 5% | 250 V,50.0,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/dayton-audio-dmpc-50.html,13.84
Mundorf MLSL500-50+50,Mundorf MLSL500-50+50 | 50 + 50 µF |  20% | 500 V,50.0,20.0,500.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mlsl500-5050.html,18.14
Audyn Q4/50/400,Audyn Q4/50/400 | 50 µF | 5% | 400 V,50.0,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q4-50-400.html,22.52
ClarityCap ESA,ClarityCap ESA | 50 µF | 3% | 250 V,50.0,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-esa50uh250vdc.html,31.78
ClarityCap CSA,ClarityCap CSA | 50 µF | 3% | 250 V,50.0,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-csa50uh250vdc.html,41.28
Audyn REF/50.0/600,Audyn REF/50.0/600 | 50 µF | 5% | 600 V,50.0,5.0,600.0,Film Capacitor,https://www.soundimports.eu/en/audyn-ref-50-0-600.html,371.86
Jantzen Audio 001-0283,Jantzen Audio 001-0283 | 51 µF | 5% | 400 V,51.0,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0283.html,16.49
Audyn Q4/52/400,Audyn Q4/52/400 | 52 µF | 5% | 400 V,52.0,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q4-52-400.html,21.86
Jantzen Audio 001-6162,Jantzen Audio 001-6162 | 56 µF | 5% | 100 V,56.0,5.0,100.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-6162.html,2.44
Mundorf ECAP100-56,Mundorf ECAP100-56 | 56 µF | 5% | 100 V,56.0,5.0,100.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-ecap100-56.html,2.88
Jantzen Audio 001-8170,"Jantzen Audio 001-8170 | 56,00 µF | 5% | 160 V",56.0,5.0,160.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-8170.html,15.66
Jantzen Audio 001-0284,Jantzen Audio 001-0284 | 56 µF | 5% | 400 V,56.0,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0284.html,18.14
Jantzen Audio 001-0464,Jantzen Audio 001-0464 | 56 µF | 5% | 400 V,56.0,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0464.html,31.78
Audyn Q6/56/600,Audyn Q6/56/600 | 56 µF | 5% | 600 V,56.0,5.0,600.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q6-56-600.html,34.67
Audyn KPQS/56/400,Audyn KPQS/56/400 | 56 µF | 5% | 400 V,56.0,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpqs-56-400.html,47.07
Mundorf MEO-56T3.350,Mundorf MEO-56T3.350 | 56 µF | 3% | 350 V | Oil,56.0,3.0,350.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-meo56t3350.html,57.81
Mundorf ME-56T3.350,Mundorf ME-56T3.350 | 56 µF | 3% | 350 V,56.0,3.0,350.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-me-56t3350.html,57.81
Mundorf MESGO-56T3.350,Mundorf MESGO-56T3.350 | 56 µF | 3% | 350 V,56.0,3.0,350.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mesgo-56t3350.html,214.83
Dayton Audio DMPC-60,Dayton Audio DMPC-60 | 60 µF | 5% | 250 V,60.0,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/dayton-audio-dmpc-60.html,20.21
Audyn Q4/60/400,Audyn Q4/60/400 | 60 µF | 5% | 400 V,60.0,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q4-60-400.html,24.75
